일자,제목,키워드,감정라벨,감정점수
2021-03-31,"반도체 대란 직격탄 '애플 협력사' 폭스콘 ""주문량 10% 차질 내년까지 여파""","직격탄,반도체,대란,애플,협력사,폭스콘,주문량,10%,차질,내년,여파,애플,협력사,대만,폭스콘,내년,반도체,대란,아이폰,생산,여파,폭스콘,연간,애플,아이폰,글로벌,출하량,60%,최대,협력사,폰아레나,전문,매체,리우,리우,폭스콘,회장,발표회장,실적,예상,분기,실적,공개,리우,회장,리우,코로나19,팬데믹,세계적,대유행,반도체,부품,부족,실적,영향,조심,설명,반도체,부족,반도체,여파,주문량,10%,미만,확인,리우,회장,리우,반도체,대란,여파,제한적,limited,상황,집콕,수요,태블릿,판매,호조,매출,평년,설명,삼성전자,반도체,대란,수급,생산,차질,인정,이날,공개,폭스콘,4분기,10~12월,순익,16억,달러,전년,대비,감소,시장,전망,17억,달러,수준,데이비드,데이비드,폭스콘,최고,경영자,CEO,스마트폰,사업,호조,회사,이익,코로나19,부정,영향,설명,조슬기나",negative,1.0007371393585345
2021-04-01,"美제재에도 실적 버틴 화웨이 ""공급망 파괴로 모두 피해자""","제재,실적,파괴,화웨이,공급,피해자,증가,매출,3.8%,연구개발비,7.8%,회장,화웨이,순환,스마트폰사업,애플리케이션,프로세서,AP,조달,영향,미국,제재,영향,부품,조달,상황,중국,통신,장비,업체,화웨이,매출액,위안,151조,전년,대비,3.8%,증가,당기순이익,위안,10조,3.2%,전년,대비,3.2%,매출,성장,3.8%,2019년,19%,둔화,미국,제재,영향,실적발표,진행,컨퍼런스,화웨이,순환,회장,AP,핵심부품,조달,스케줄,플래그십,스마트폰,출시,화웨이,스마트폰,사업,성장,둔화,스마트폰사업,포함,소비자,사업,매출액,증가,19.1%,매출액,3.3%,성장,위안,82조,기록,회장,화웨이,서비스부문,클라우드,컴퓨팅,서비스,전년,대비,168%,성장,기업서비스,전년,대비,23%,성장,스마트폰,사업,성장,둔화,사업부문,벌충,강조,회장,지정학,충돌,화웨이,기업,부정적,영향,상호의존도,글로벌,공급망,지정학,요소,공급,파괴,피해자,회장,미국업체,100억,200억,달러,부품,구매,국가,공급업체,시장,조사,업체,가트너,화웨이,반도체,구매,금액,달러,애플,361억,달러,삼성전자,334억,달러,3위,기록,만큼,구매,규모,마지막,회장,반도체,부족,제재,대응,반도체,재고,일정량,확보,기업,대상,제품,반도체,물량,조달,반도체,조달,글로벌,공급망,협력,가동,가능,해결,화웨이,매출액,15.9%,위안,24조,연구개발,경쟁력,확보,투자,지속,연구개발투자,7.8%,대비,7.8%,10년,화웨이,연구개발,투입,금액,7200억,위안,122조,임직원,53.4%,10만,인력",negative,1.003059972426854
2021-04-01,"애플도 반도체 부족 여파 새 아이폰, 6월 공개 가능성은?","애플,여파,반도체,부족,아이폰,가능성,공개,가능,아이폰,생산,업체,폭스콘,주문량,10%,이행,형편,삼성,영향,시사,글로벌,반도체,부족,사태,스마트폰,생산,직접적,영향,업체,애플,아이폰,위탁,생산,폭스콘,생산,차질,공식화,애플,세계,컨퍼런스,WWDC,온라인,개최,행사,아이폰,공개,관측,가능성,영국,파이낸셜타임스,FT,30일,현지시간,대만,폭스콘,내년,세계,반도체,부족,현상,지속,보도,회장,류양웨이,폭스콘,행사,이날,실적,반도체,부족,차량,반도체,반도체,분야,영향,폭스콘,주문량,이행,형편,폭스콘,연간,아이폰,출하량,60~70%,생산,애플,최대,협력사,폭스콘,반도체,부족,여파,주문량,10%,수준,영향,제한적,사태,장기화,주문량,감당,상황,직면,관측,류양웨이,회장,차량,반도체,부족,현상,글로벌,반도체,부족,현상,2022년,지속,가능성,실적,영향,사태,주시,이날,폭스콘,순익,지난,코로나19,영향,하락,전년,동기,대비,16억,달러,1조,삼성전자,반도체,대란,수급,생산,차질,발생,시사,모바일,IT,모바일,고동진,삼성전자,모바일,IM,사장,17일,주주총회,세계적,반도체,공급,수요,불균형,공급,부품,공급,임직원들,생산,본격적,영향권,경고,현상,반도체,부족,완벽,지적,신제품,애플,아이폰,WWDC,공개,보도,가능성,시각,지배적,애플,WWDC,아이폰,공개,마지막,별도,미디어,행사,신제품,애플,WWDC,행사,전면,온라인,개최,예정,초청,애플,운영체계,OS,신기술,비전,소개,공유,자리,WWDC,애플,운영,체제,iOS15,아이패드OS,공개,전망,통상적,WWDC,iOS,애플,소프트웨어,플랫폼,공개,맥북,하드웨어,제품,신제품,등장,기대감,이미지,WWDC,홍보,안경,캐릭터,등장,AR,글래스,출시,관측",negative,1.0283266966580413
2021-04-02,LG이노텍 올해 전장 기판 키운다 체질개선 탄력,"LG이노텍,전장,기판,체질,개선,탄력,기판강화,FC-BGA,TF,구성,수요,적극,대응,LG이노텍,미래,먹거리,전장,기판,사업,속도,강화,사업,사전준비,본격적,성과,전망,카메라,의존도,지적,제기,만큼,체질,개선,성공,관심,업계,LG이노텍,연구개발,R&D,역량,강화,별도,태스크포스,TF,전장,기판,사업,강화,박차,사업,전문,강화,기업,가치,동력,미래,성장,계획,실제,LG,이노텍,플립칩볼그리드어레이,C-BGA,TF,이혁수,상무,태스크,리더,선임,조직,구성,FC-BGA,반도체칩,기판,형태,범프,연결,기판,반도체,패키지,기판,자율주행차,PC,탑재,반도체,LG이노텍,TF,감염증,신종,코로나바이러스,코로나19,확대,서비스,FC-BGA,수요,결정,요인,기판사업,절대적,매출,광학솔루션,영업이익률,LG,이노텍,내부,알짜,사업,기판소재부문,매출,비중,12.8%,영업,이익,비중,37.3%,LG이노텍,영업이익,예상,영업,이익,2468억,78.8%,성장,전망,업계,수익성,기판사업,호조세,영향,전장사업,LG이노텍,역점,경쟁력,강화,분야,적자,축적,미래,도모,회장,구광모,LG,중심,그룹,전장,사업,전환,LG이노텍,R&D,집중,실제,LG,이노텍,수행,14개,9개,부품,차량,전장,부품,구체적,차량,디지,통신모듈,블루투스모듈,세계,최소,히팅,카메라,에너지저장시스템,ESS,방향,전압,변환기,DC-DC,컨버터,LG이노텍,역량,카메라,모듈,전장,접목,경쟁력,강화,LG전자,LG디스플레이,계열사,시너지,가능,잠재력,평가,성과,본격적,반영,전망,LG이노텍,발굴,미래,성장,동력,적극,광학솔루션사업부,편중,매출,구조,개선,가능성,LG,이노텍,내부,광학솔루션,매출구조,개선,전장,기판,소재,확대,노력,실제,LG,이노텍,광학솔루션,광학,솔루션,매출,비중,기준,71%,전년,68%,상승,대비,3%p,수준,핵심,고객사,애플,출시,신형,아이폰,12월,비수기,1분기,호재,작용,애플,3분기,아이폰,출시,감염증,신종,코로나바이러스,코로나19,여파,4분기,아이폰12,출시,부품,업계,관계자,미래,먹거리,확보,측면,기판소재,전장사업,확대,유리,지속가능경영,사업,다각,필수,설명",neutral,3.022073262545746
2021-04-03,[주목!e해외주식]AR 기기 대중화는 결국 애플,"대중화,AR,기기,대중,결국,애플,AR,시장,규모,달러,2023년,성장,연평균,77%,애플,AR,창출,매출,달러,110억,AR,글래스,매출,규모,최대,달러,예상,애플,홈페이지,캡처,증강,현실,AR,플랫폼,애플리케이션,생태계,보유,애플,메타버스,밸류체,하드웨어,수혜,AR헤드셋,글래스,출시,AR기기,대중화,주도,전망,금융,투자업,2025년,AR,창출,시장,규모,800억,달러,소프트웨어,350억,달러,하드웨어,달러,추정,시장,조사,업체,IDC,기업,AR,지출,AR,188억,달러,2023년,성장,연평균,77%,예상,시장,애플,AR,창출,매출,10억,달러,추정,AR글래스,가능,추가,창출,매출,규모,최대,달러,2020년,연간,매출,4%,연구원,임지용,NH,투자,증권,AR,기기,대중화,결국,애플,주도,AR,사업,진척도,상승,애플,주가,핵심,촉매제,작용,판단,애플,규모,세계,최대,AR,플랫폼,보유,AR,지원,기기,AR,구비,스토어,자랑,임지용,연구원,애플,하트웨어,HW,소프트웨어,SW,애초,AR,염두,설계,학습,놀이,쇼핑,주변,세상,소통,방식,예상,첨단,카메라,디스플레이,모션,센서,그래픽,프로세서,맞춤,머신러닝,도구,실감,몰입감,AR,경험,ARkit,Reality,Kit,iOS,전용,첨단,프레임,워크,AR,지원,설명,시장,연내,출시,AR,글래스,전망,연구원,애플,스마트폰,웨어러블,에어팟,스마트워치,사례,완성도,제품,시장,판도,예상,애플,AR기기,단순,디스플레이,부가,장치,플랫폼,차세대,컴퓨팅,하이엔드,제품,설명,프로세서,라이다,가상,물체,사용자,주변,실제,세계,투영,포함,12개,카메라,센서,8K디스플레이,시선,추적,첨단,탑재,예정,연구원,라이다,ToF,Flight,발사,계산,정보,수집,AR,필수적,활용,애플,AR,사업,의지,강조",neutral,2.9989379968028516
2021-04-05,"[GAM] 골드만삭스 ""애플, 32% 떨어진다...중대한 하방 위험 감지""","골드만삭스,애플,32%,중대,감지,하방,위험,편집자,기사,5시,투자,해외,주식,도우미,GAM,Global,Asset,Management,출고,프리미엄,기사,GAM,회원,가입,종목,해외,프리미엄,기사,무료,김현영,투자은행,IB,골드만삭스,애플,나스닥,AAPL,서비스,성장,중대,하방,위험,감지,매도,애플,주식,추천,의견,골드만삭스,로드,애널리스트,로드,신종,코로나바이러스,코로나19,팬데믹,애플,주식,향방,가늠,매도,의견,유지,한편,주가,83달러,제시,월가,목표주가,12개월,수준,가능성,32.52%,하락,가능,애널리스트,1일,현지시각,공개,기업,보고서,기업,팬데믹,초기,급증,애플,앱스토어,매출,2022년,190억,달러,성장세,둔화,예상,시대,포스트,팬데믹,앱스토어,성장세,둔화,애플,서비스,서비스,매출,컨센서스,중대,하방,리스크,주장,애플TV,사진,방송,화면,업체,홈페이지,애널리스트,애플,기기,구입,고객,제공,애플TV,무료,체험,서비스,종료,애플TV,매출,감소,가능성,골드만삭스,애플,서비스,무료,체험,제공,서비스,시작,애플TV,아이폰,아이패드,애플,제품,구입,1년,기간,무료,체험,제공,원래,서비스,무료,체험,종료,애플,연장,서비스,기간,재연장,초기,애플TV,가입,이용자,이외,최대,기간,무료,체험,제공,애플TV,연장,기간,콘텐츠,보완,서비스,가치,계획,애플TV,입지,확보,넷플릭스,아마존,프라임,디즈니,고전,팁랭크스,온라인,투자,정보,업체,3개월,애플,투자의견,애널리스트,매수,추천,4명,보유,의견,제시,한편,매도,의견,매수,컨센서스,형성,제시,평균,개월,주가,종가,123달러,23.54%,151.96달러,집계,목표주,최고가,웨드부시,에버코어ISI,제시,175달러",negative,1.1670175874605775
2021-04-05,[LG폰 철수]5조 적자에 매각도 불발 7월31일로 스마트폰 마침표(종합2보),"적자,매각,불발,7월,스마트폰,마침표,종합2보,LG전자,결단,5조,누적,적자,스마트폰,사업,매각,결국,철수,연초,가능성,정리,스마트폰,사업,공식,결정,조정,계열사,포트폴리오,회장,구광모,LG,그룹,선택,집중,경영,의지,반영,평가,LG전자,5일,이사회,결의,7월,일자,스마트폰,사업,영위,MC,사업,영업,정지,공시,MC,사업,매출,5조,기준,전사,매출,8.2%,회사,경쟁심화,휴대폰,사업,경쟁,심화,지속적,사업부진,내부,자원,효율,핵심사업,역량,집중,사업구조,개선,적자,예고,철수,수순,매각,협상,난항,LG전자,스마트폰,철수,예고,수순,평가,모바일,사업,MC사업본부,4분기,영업적자,분기,연속,영업,적자,누적,영업,적자,5조,글로벌,시장,점유,자릿수,지지부진,프리미엄,시장,삼성전자,애플,중저,시장,가격경쟁력,중국,제조사,점유,회장,그룹,계열사,대상,중단,사업,사업,작업,돌입,내부적,존속,스마트폰,사업,부정,목소리,그룹,관계자,LG전자,시가총액,스마트폰,사업,20조,원대,참담,평가들,논의,MC사업본부,유지,기회비용,결단,분위기,연초,업계,안팎,가능성,분리,매각,가능,언급,베트남,그룹,베트남,독일,폭스바겐,미국,페이스북,협상,대상,거론,진척,차원,결국,경영진,결단,LG전자,시장,주목,LG롤러블,매각,협상,유리,구도,매각,가격,연구개발,R&D,특허권,입장,차이,5월,생산,지속,협력사,손실,최소,방안,협의,LG전자,통신사업자,거래선,약속,제품,공급,5월,휴대폰,생산,종료,휴대폰,사업,구매,고객,사용자,불편,사후서비스,지속,제공,방침,사업,종료,거래선,협력사,손실,합리적,보상,협의,예정,직원들,MC,사업,본부,직원,고용,유지,직원,직무역량,LG전자,사업본부,LG,계열,회사,인력,수요,종합적,배치,계획,개별,인원,의향,우선적,개인,장기적,성장,관점,효과적,배치,추진,LG전자,휴대폰,사업,종료,미래준비,핵심,모바일,연구개발,R&D,지속,이동,통신,카메라,소프트웨어,핵심,모바일,차세대,TV,가전,전장부품,로봇,역량,최고기술책임자,CTO,중심,연구개발,지속,2025년,표준화,상용,예상,확보,원천,박차,자율주행,사람,사물,공간,유기적,연결,만물지능인터넷,AIoE,시대,대비,방침,사업재편,성장동력,전장,AI,낙점,철수,스마트폰,사업,LG전자,전사,사업,포트폴리오,재편,가속화,전망,인공지능,AI,가전,분야,미래차,전장,역량,집중,한편,로봇,사업,확대,관측,회장,자리,그룹,총수,시대,산업,혁명,먹거리,주목,부분들,LG전자,글로벌,자동차,부품,업체,마그나인터내셔널,합작법인,LG마그,이파워트레인,사업,미래차,전장,성장동력,육성,의지,확인,사장,권봉석,LG,전자,2020년,기업,종합,전장,원년,방침,시장,출범,LG마그나,애플,애플카,생산,위탁,전망,그룹,차원,전장,회장,주문,디지털,전환,핵심,영역,LG화학,분사,LG에너지솔루션,LG전자,LG이노텍,LG디스플레이,전기차,배터리,차량,인포테인먼트,파워트레인,차량용디스플레이,차량,통신,조명용,부품,종합,체계,협업,주력,계열사,전략,시너지,극대화,사업,환경,구축,AI,로봇,산업,LG전자,낙점,대표적,미래,먹거리,LG그룹,계열사,참여,AI,전담,조직,연구원,LG,AI,LG,AI,Research,출범,그룹,차원,머리,AI,원천,확보,AI,사업,확대,의지,LG전자,로봇,미래,사업,일상생활,로봇,초점,호텔,병원,F&B,식음료,맞춤,솔루션,시장,LG전자,전장,AI,분야,추가적,인수합병,M&A,합작,법인,설립,투자,조슬기",negative,1.0022334623790812
2021-04-06,파운드리 ‘절대 1강’ TSMC 성공 비결은 “고객과 경쟁 않는다” 34년 지켜온 사훈 국가 지원 인재 육성 기술 혁신 3박자,"1강,파운드리,절대,비결,TSMC,성공,고객,경쟁,34년,지원,사훈,국가,인재,육성,혁신,외교가,이례적,모습,연출,중국,국제사회,국가,외교,사실,왕따,국가,대만,미국,일본,독일,정부,호소,수교,국가,선진국들,모습,세간,충격,남중국해,섬나라,경제,대국,대만,세계,파운드리,생산량,64%,반도체,대국,자동차,카메라,그래픽카드,선진국,기간산업,대만이,반도체,생산,마비,대만,경제,대국,산업,좌우,섬나라,세계,경제,반도체,강국,배경,50%,파운드리,시장,점유,50%,절대,TSMC,TSMC,기업,파운드리,개념,TSMC,시작,공기업,모리스,대만공업기술연구,원장,모리스,대만,정부,외국인,투자자,출자,2억,달러,자본금,본래,모리스,미국,반도체,기업,텍사스인스트루먼트,TI,20년,근무,수석,부사장,반도체,전문가,반도체,업계,미국,반도체,승승장구,모리스,조국,반도체,산업,진흥,도움,대만,정부,요청,나이,귀국,귀국,회장,대만,특색,경쟁력,반도체,기업,고군분투,대만,반도체,생산,능력,자체,양호,미국,일본,디자인,마케팅,능력,고민,무렵,회장,생산,시설,여력,기업,반도체,벤처,팹리스,기업들,주목,신생,팹리스,회사,IBM,도시바,대기업,제작,의뢰,디자인,설계,강요,갑질,위험,설계,유출,생산,회사,고객,판단,탄생,비즈니스,모델,설계,생산,파운드리,판단,정확,1990년대,브로드컴,마벨,엔비디아,기업들,팹리스,기업,유출,생산,TSMC,생산,전적,팹리스,기업,수요,흡수,TSMC,급속도,덩치,매출,대만,정부,지분,처분,민간,기업,탈바꿈,매출,분야,진출,34년,파운드리,우물,사업,집중,결과,기준,시가,총액,거대,기업,성장,강자,TSMC,배경,고객,신뢰,투자,고객,경쟁,TSMC,사훈,TSMC,파운드리,시장,압도,성공,비결,가지,사훈,TSMC,34년,위탁생산,위탁,생산,사업,고객사,입장,TSMC,생산,염려,유출,객호신임,원칙,경영,철학,창립,초기,글로벌,파트너,신뢰,회장,니케이아시안리뷰,인터뷰,비결,TSMC,성공,TSMC,브랜드,상품,판매,강조,애플,이해,애플,아이폰,MAC,프로세서,CPU,생산,업계,큰손,애플,입장,삼성전자,인텔,스마트폰,컴퓨터,시장,치열,싸움,경쟁자,자신,경쟁,회사,적수,가능성,TSMC,선호,회장,TSMC,파트너들,발굴,시대,엔비디아,휴대폰,시대,애플,퀄컴,회사,비즈니스,공격적,투자,성공,비결,TSMC,영업,이익,평균,30~40%,이익,바탕,설비,투자,후발,업체,정도,거액,투자,국가,경제,핵심,기업,대만,정부,전폭적,지원,TSMC,굴곡,회장,2005년,나이,은퇴,은퇴,3년,미국,서브프라임,모기지,사태,글로벌,금융,위기,발생,TSMC,위기,회장,노쇠,경영,일선,복귀,해고,숙련,직원,복귀,투자,공격적,확대,금융,위기,여파,예측,경영자,반도체,산업,수요,복구,전망,회장,공격적,투자,전략,TSMC,위기,극복,세계,최대,파운드리,기업,유치,핵심,인재,확보,TSMC,신주과학단,정부,사실,대만,TSMC,R&D,단지,TSMC,유수,영입,반도체,인재,정부,차원,지원,대만,TSMC,입사,젊은이들,TSMC,5나노,공정,미세,공정,성공적,핵심,인재,과언,TSMC,전망,지속,독주,체제,반도체,업계,TSMC,독주,체제,반도체,선언,중국,미국,제재,장비,구입,실정,중국,SMIC,60억,달러,투자,장비,마련,상황,우한,진행,20조,프로젝트,규모,신규,사실,무산,인텔,TSMC,직접적,위협,가능성,공정기술상,인텔,2023년,TSMC,생산,의지,확률,의견,전문가,TSMC,대만,지역,대만,공장,연구시설,공격적,투자,진행,TSMC,120억,달러,미국,애리조나주,공장,TSMC,해외,공장,첨단,반도체,대립,격화,중국,지리적,대만,생산,첨단,반도체,집중,위기감,미국,생산,라인,유치,TSMC,미국,정부,보조금,세금,수도,전기,요금,혜택,일본,이바라키현,거점,설치,류더,TSMC,회장,예상,미세,공정,진행,내년,마무리,블룸버그통신,TSMC,반도체,생산,능력,확대,주력,공정,선도,공정,3년,1000억,달러,추가,투자,TSMC,자신감,대목,강승태,kangst,강승태,mk.co.kr",neutral,3.324905749410391
2021-04-06,[글로벌포커스] 인권 전쟁터 된 '신장 위구르' 글로벌 공급망 흔들 뇌관 되나,"인권,전쟁터,신장,위구르,글로벌,공급망,뇌관,신장,위구르,강제,노역,연계,기업,최소,애플,구글,GM,제조업,기업,유력,제조업,NYT,신장,원재료,산업,글로벌,공급망,연결,방지법,위구르,강제,노동,재계,반발,중국,난창,오필름테크놀로지,기업,카메라,애플,아이폰,부품,생산,애플,GM,마이크로소프트,구글,유력,기업,오필름,협력,신장,위그르,강제,노동,이슈,부각,기업들,고민,호주전략정책연구소,ASPI,3월,보고서,오필름,2000여,위구르족,근무,ASPI,강제,노동,동원,가능성,취임,미국,대통령,인권,외교,순위,중국,갈등,격화,BBC방송,위구르족,신장,지역,강제,노동,목화,생산,폭로,신장,지역,서양,세계,중국,인권,전쟁터,부상,모습,강제노역,품목,목화,인권,전쟁,딜레마,글로벌,기업,H&M,기업들,글로벌,패션,기업,목화,신장,생산,강제노동,비판,기업,중국인들,불매,운동,타깃,불매운동,기업들,글로벌,패션,기업,매출,손실,전망,베인앤드컴퍼니,보고서,패션,업계,포함,세계,명품,시장,23%,중국,명품,시장,매출액,48%,증가,점유율,세계,명품,시장,점유,중국,차지,비중,20%,전년,11%,대비,배가량,상승,뉴욕타임스,NYT,산업,글로벌,의류,중국,매출,허브,불매운동,기업,글로벌,패션,피해,불매운동,본격화,지난달,중순,H&M,나이키,주가,12.5%,8.3%,하락,자릿수,주가,버버리,아디다스,7.8%,5.8%,글로벌,기업,대응,전망,사태,초반,중국,소비자,사과,상황,불매운동,조치,역풍,외신,사태,외국,기업,중국인들,사과,상황,악화,본국,정치,시민사회,사회,비난,여지,중국,정부,저자세,본국,지탄,대상,딜레마,홍콩,민주,시위,미국,회사,유력,게임,액티비전,블리자드,대회,자사,게임,홍콩,시위,지지,발언,참가자,영구,퇴출,조치,역풍,사례,목화,빙산,일각,사태,신장,위구르,서양,세계,중국,중국,인권,갈등,양상,전개,위구르족,강제,노역,기업,국가,글로벌,공급망,ASPI,보고서,신장,지역,위구르족,강제,노동,연계,기업,최소,리스트,기업,의류,기업,애플,MS,구글,아마존,미국,유력,기업,유력,닌텐도,BMW,폭스바겐,도시바,분야,기업,포함,배경,중국,당국,정책,위구르족,이주,중국,정부,2017년,인종,융합,빈곤,퇴치,명목,최소,신장,지역,위구르족,지역,강제,이주,이주,위구르족,노동자,산업군,공장,강제노동,가능성,중국,생산,공장,산업군,외국,기업,강제노동,자유,방지법,위구르족,강제,노동,재계,반발,정부,미국,강제노동,신장,위구르,강제,노동,대응,추진,방지법,위구르족,강제,노동,미국,재계,반발,하원,통과,법안,정부,신장,지역,생산,제품,강제노동,간주,제품,수입,인도,의무화,신장,지역,제품,수입,미국,기업,제품,강제노동,생산,사실,증명,제품,미국,수입,가능,법안,상원,외교,위원회,계류,상태,BBC,방송,위구르족,수용소,의혹,집단,강간,폭로,법안,논의,재개,상원의원,마르코,루비오,상원,의원,27명,상원의원,강제,노동,방지법,재발의,법안,확정,실제,시행,기업들,글로벌,기업,공급망,교란,발생,NYT,신장,생산,토마토,미국,식품,기업,하인즈사,케첩,소스,설탕,코카콜라,원료,활용,신장,지역,원재료,산업,글로벌,공급망,밀접,연결,설명,블룸버그통신,중국,세계,토마토,페이스트,무역량,40%,차지,아시아,최대,토마토,생산지,신장,유통량,중국,토마토,70%,미국,재계,강제,노동,방지법,현실,반영,과도,규제,반발,상황,회장,미국,의류,신발,협회,목화,신장,생산,나라,목화,혼재,목화,원산지,추적,기업들,수입품,강제노동,증명,무책임,지적,상공회의소,미국,상공,회의,의회,서한,법안,비효율적,비판,밀러&체발리,리처드,모지카,밀러,체발,변호사,법무,법인,소속,NYT,인터뷰,기업들,수입품,강제노동,파악,수개월,애플,나이키,코카콜라,미국,유력,기업,법안,수정,로비,활동,모습,코카콜라,3분기,투입,468만,달러,로비,금액,강제,노동,방지법,조항,수정",neutral,2.9997059646993876
2021-04-06,"[인터뷰]북미 안착한 ‘포토위젯’, 글로벌 MZ세대 매료시킨 K스타트업","북미,안착,포토위젯,매료,글로벌,MZ,세대,K스타트업,글로벌,MZ,세대,유대감,형성,서비스,단독,애플,앱스토어,세계,다운로드,돌파,설립,에이벤처스,10억,Pre-A,투자,마무리,포토위젯,대표,이야기들,MZ세대,글로벌,MZ,세대,포토,대표님,서비스,소개,이야기,말씀,안녕,포토,위젯,공동,창업자,송인선,원래,사람,등단,국문학,전공,서비스,기획,시작,마케팅,창업,창작,인문학,생각,전공,덕분,유리,현상,지속적,관찰,사람,마음,결국,상대방,입장,상상,고민,상대방,생각,창업,마음,만족,관찰,상상,우선시,뱡향성,동료들,서비스,감당,고민,아무것,회사,초창기,고민,멤버,덕분,포토위젯,국형빈,대표,말씀,부탁,안녕,국형빈,공동,창업자,사람들,스마트폰,가지,서비스,이용,모습,이용,고민,동시,사람들,서비스,사용,라이프스타일,변화,생각,학생,시절,일상,편의,창업동아리,다수,프로젝트,경험,심화,관심,스마트폰,운영,체제,iOS앱,프로젝트,진행,도중,기회,창업,사랑,자리,이용자분들,팀원,감사,말씀,Q.,사랑,포토위젯,서비스,제공,포토위젯,아이폰,사용자,대로,Photo,Widget,Simpl,서비스,회사,세계,MZ,세대,모바일,라이프,미션,서비스,발전,6개월,지원,아이폰,서비스,출시,1000만,다운로드,달성,다운로드,누적,세계,MZ,세대,사랑,서비스,포토위젯,사용자,비중,MZ,세대,이용,80%,사용자,80%,여성,지역,분포,92%가량,해외,사용자,북미,사용자,과반수,유저들,이용,평균,MAU,기록,포토위젯,입소문,상태,본격적,서비스,광고,서비스,사람들,마케팅,진행,포토위젯,MZ세대,Q.,출시,사용자,92%,해외,유저,포토위젯,시작,애플,WWDC,애플,회의,애플,9월,iOS,공개,이벤트,iOS,애플,아이폰,위젯,추가,안드로이드,10년,제공,iOS,베타,버전,다운로드,아이폰,사진,위젯,자신,사진,랜덤,사진,위젯,위젯,사진,마음,선택,불편,동시,불편,생각,서비스,사람들,커피,정도,마음,제작,iOS,정식,오픈,앱스토어,오픈,오픈,감사,세계적,분들,다운로드,앱스토어,순위,한국,미국,일본,태국,TOP3,TOP10,세계,개국,TOP10,기록,포토위젯,탄생,Q.,진입,존재,시장,현황,이야기,안드로이드,위젯,개념,자체,iOS,등장,6개월,시장,형성기,아이폰,유저,위젯,존재,자체,단계,제공,정도,시장,형성,자신,개성,표현,자기만족,중시,사이,글로벌,바이럴,시장,세대,중심,변화,발짝,사용자,니즈,파악,트렌드,노력,Q.,다운로드,만큼,MZ,세대,반응,글로벌,시장,안착,포토위젯,운영,초반,커피값,생각,완전,상태,출시,반응,버그,출시,다음날,버그,메일,하루,1만,개씩,별점,초반대,언어,메일,앱스토어,리뷰,별점,생각,업데이트,동시,마음,사용자,접점,대화,시작,피드백,채널,확인,대화,노력,구글,번역기,사용,버그,메일,답변,답변율,95%,앱스토어,리뷰,답변,미안,세계,피드백,토대,개선,응원,사람들,불만,변화,별점,5점,만족도,설명,앱스토어,업데이트,사용자분들,편지,시작,일반적,회사들,대게,변경,작성,업데이트,편지,개국,언어,포토위젯,편지,업데이트,메세지,밀접,시작,별점,2점,별점,2주,4.6,상승,만점,별점,후반대,유지,10만,별점,평가,지속적,MZ,세대,유저,소통,사용자,편의성,앱들,출시,포토위젯,차별성,가치,일반적,아이폰,본질적,차별성,노출,화면,빈도,영역,사람들,스마트폰,평균,설치,25개,사용,상위,96%,할애,대다수,사용자,하루,노출,형태,포토위젯,유저들,화면,활용,특성,앱들,영역,차지,애플,보고서,아이폰,사용자,90번,하루,평균,화면,노출,근본적,차별성,포토위젯,가치,서비스,사용자,생각,소개,언급,포토위젯,90%,사용자,해외,존재,영미권,절반,일본,태국,중국,아시아권,유럽,중동,MZ세대,이용,각국,취향,사람들,브랜드,연결,그림,사용자,스마트폰,사용,시작점,자리,글로벌,MZ,세대,아이폰,라이프,필수,포토위젯,장점,발전,가능,Q.,서비스,무상,제공,별도,수익,모델,네트워크,광고,활용,본격적,BM,BEP,광고,매출,최적,작업,증가,아이폰,화면,아이폰,압도적,노출,BM,구상,공개,BM,활용,가능,런칭,크리에이터,마켓,재화,예정,카카오,이모티콘,네이버,쿠키,모델,사용자,설문,패턴,자신,K-POP아티스트들,사진,화면,사용,착안,엔터테인먼트,회사,협업,모델,구독,포토,콘텐츠,런칭,논의,Q.,서비스,회사들,글로벌,MZ,세대,마음,노력,생각,포토위젯,단시간,가량,MZ세대,선택,세계,모바일,라이프,필수,서비스,각국,MZ세대,연결,소통,서비스,발전,도전,한경닷컴",neutral,3.0000003803143045
